date,artist,song,pos,pos_prev,pos_peak,weeks
1997-12-27,Master P Featuring Pimp C And The Shocker,I Miss My Homies,55,53,25,17
1997-12-27,Shania Twain,Love Gets Me Every Time,53,50,25,12
1997-10-25,K-Ci & JoJo,You Bring Me Up,88,95,26,20
1997-08-23,U2,Staring At The Sun,97,93,26,18
1997-08-09,Real McCoy,One More Time,65,65,27,20
1997-12-27,Bone Thugs-N-Harmony,If I Could Teach The World,39,34,27,11
1997-12-27,Third Eye Blind,How's It Going To Be,27,31,27,4
1997-10-18,Bee Gees,Alone,97,89,28,20
1997-11-29,Mary J. Blige,I Can Love You,99,85,28,19
1997-12-27,Metallica,The Memory Remains,43,49,28,5
1997-05-03,E-40 Featuring Bo-Rock,Things'll Never Change/Rapper's Ball,99,97,29,14
1997-12-27,Aqua,Lollipop (Candyman),29,35,29,3
1997-05-31,The Prodigy,Firestarter,74,74,30,20
1997-06-14,DJ Kool,Let Me Clear My Throat,54,50,30,20
1997-10-25,Various Artists,ESPN Presents The Jock Jam,45,44,31,25
1997-12-13,Rome,Do You Like This,82,84,31,20
1997-07-12,Mint Condition,You Don't Have To Hurt No More,97,96,32,16
1997-05-03,Immature Featuring Smooth And Ed From Good Burger,"Watch Me Do My Thing (From ""All That"")",100,92,32,14
1997-12-27,She Moves,Breaking All The Rules,32,32,32,8
1997-08-09,Kenny Lattimore,For You,98,98,33,20
1997-12-27,Nu Flavor,Heaven,33,36,33,12
1997-12-27,En Vogue,"Too Gone, Too Long",82,74,33,12
1997-11-08,Rampage Featuring Billy Lawrence,Take It To The Streets,98,97,34,17
1997-12-27,LeAnn Rimes,You Light Up My Life,59,59,34,16
1997-04-19,The Roots,What They Do,100,90,34,15
1997-08-23,Le Click,Call Me,47,44,35,25
1997-06-07,Aerosmith,Falling In Love (Is Hard On The Knees),100,95,35,15
1997-06-21,Allure Featuring NAS,Head Over Heels,93,88,35,15
1997-09-20,Warren G Featuring Ronald Isley,Smokin' Me Out,97,87,35,14
1997-12-20,Refugee Camp All Stars Featuring Pras (With Ky-mani),Avenues,86,88,35,14
1997-11-01,702,"All I Want (From ""GOOD Burger"")",95,72,35,12
1997-12-27,H-Town,They Like It Slow,38,38,35,12
1997-12-27,Destiny's Child,"No, No, No",35,40,35,5
1997-12-27,Imani Coppola,Legend Of A Cowgirl,54,52,36,16
1997-12-06,Savage Garden,To The Moon And Back,91,85,37,20
1997-12-27,Mack 10,Backyard Boogie,61,55,37,18
1997-12-27,The Notorious B.I.G.,Going Back To Cali,37,44,37,4
1997-09-27,Depeche Mode,It's No Good,93,92,38,20
1997-11-29,Diana King,I Say A Little Prayer,58,55,38,20
1997-09-20,Blessid Union Of Souls,I Wanna Be There,58,57,39,20
1997-08-30,Brownstone,5 Miles To Empty,91,70,39,16
1997-12-13,Peach Union,On My Own,97,89,39,13
1997-05-31,Zhane,Request Line,96,95,39,12
1997-07-19,Westside Connection,Gangstas Make The World Go Round,98,89,40,20
1997-05-31,Crystal Waters,Say... If You Feel Alright,98,85,40,15
1997-10-18,No Mercy,When I Die,70,66,41,20
1997-07-12,Jon Secada,"Too Late, Too Soon",92,89,41,18
1997-08-30,Richard Marx,Until I Find You Again,84,80,42,20
1997-12-27,Los Umbrellos,No Tengo Dinero,42,43,42,18
1997-05-10,Redman,Whateva Man,99,86,42,15
1997-07-19,Michael Jackson,Blood On The Dance Floor,96,93,42,11
1997-07-05,Bill Engvall With Special Guest Travis Tritt,Here's Your Sign (Get The Picture),65,62,43,20
1997-09-13,3rd Party,Can U Feel It,84,78,43,20
1997-08-16,Billy Lawrence Featuring MC Lyte,Come On,98,96,44,19
1997-05-24,Yvette Michele,I'm Not Feeling You,99,77,44,14
1997-12-27,Gary Barlow,So Help Me Girl,50,48,44,11
1997-09-27,Sneaker Pimps,6 Underground,49,45,45,22
1997-08-30,Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,96,83,45,12
1997-07-05,John Mellencamp,Just Another Day,85,81,46,20
1997-12-27,4.0,Have A Little Mercy,85,77,46,19
1997-12-27,K-Ci & JoJo,Last Night's Letter,70,65,46,13
1997-08-23,Gina G,Gimme Some Love,100,87,46,11
1997-07-26,Nine Inch Nails,"The Perfect Drug (From ""Lost Highway"")",96,93,46,9
1997-03-22,Depeche Mode,Barrel Of A Gun,90,80,47,5
1997-06-07,Wild Orchid,Talk To Me,94,86,48,15
1997-12-27,Shania Twain,Don't Be Stupid (You Know I Love You),48,54,48,4
1997-04-26,Camp Lo,Luchini aka (This Is It),98,83,50,17
1997-12-27,Martina McBride With Jim Brickman,Valentine,74,64,50,13
1997-10-11,Billy Joel,To Make You Feel My Love,97,88,50,9
1997-08-16,DJ Taz Featuring Raheem The Dream,That's Right,65,70,51,20
1997-07-12,Joose,If Tomorrow Never Comes,99,99,51,17
1997-12-06,Sam Salter,"After 12, Before 6",95,83,51,16
1997-11-01,Aerosmith,Hole In My Soul,87,76,51,11
1997-12-27,Richard Marx & Donna Lewis,At The Beginning,51,51,51,8
1997-12-27,Naughty By Nature,Mourn You Til I Join You,77,66,51,7
1997-07-12,OutKast,Jazzy Belle,95,90,52,14
1997-11-22,Lost Boyz,Me And My Crazy World,98,79,52,10
1997-12-06,Duran Duran,Electric Barbarella,100,86,52,9
1997-12-27,Billie Myers,Kiss The Rain,52,56,52,8
1997-08-23,Christion,Full Of Smoke,84,79,53,18
1997-10-04,DJ Company,Rhythm Of Love,94,80,53,17
1997-11-22,Foxy Brown Featuring Dru Hill,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",91,92,53,15
1997-08-16,Jocelyn Enriquez,A Little Bit Of Ecstasy,74,78,55,20
1997-06-14,Tracey Lee,The Theme (It's Party Time),100,86,55,18
1997-10-04,Laurnea,Can't Let Go,90,89,55,15
1997-03-22,The Isley Brothers,Tears,87,78,55,11
1997-12-27,LL Cool J,Phenomenon,93,85,55,9
1997-07-12,Erasure,In My Arms,98,97,55,8
1997-10-25,Deborah Cox,Things Just Ain't The Same,93,87,56,17
1997-10-04,Patti LaBelle,When You Talk About Love,96,96,56,12
1997-12-27,Olive,You're Not Alone,64,61,56,10
1997-12-27,Alana Davis,32 Flavors,56,62,56,4
1997-06-07,Leah Andreone,"It's Alright, It's Ok",95,89,57,20
1997-06-07,Richie Rich,Do G's Get To Go To Heaven?,96,94,57,15
1997-12-27,Big Punisher,I'm Not A Player,62,57,57,9
1997-09-06,U2,Last Night On Earth,98,93,57,8
1997-12-27,Bee Gees,Still Waters (Run Deep),57,70,57,3
1997-10-04,BLACKstreet With Special Guests Ol' Dirty Bastard & Slash,Fix,85,84,58,10
1997-05-17,Tela Featuring Eightball & MJG,Sho Nuff,95,86,58,8
1997-12-27,WC From Westside Connection,Just Clownin',58,60,58,3
1997-06-21,George Strait,One Night At A Time,97,89,59,12
1997-11-08,Dana,As We Lay,100,92,59,11
1997-04-26,Lost Boyz,Get Up,94,90,60,17
1997-08-23,The Lemonheads,"If I Could Change (From ""I'm Bout It"")",96,90,60,15
1997-12-27,Davina,So Good,60,63,60,9
1997-12-27,Daft Punk,Around The World,81,79,61,18
1997-04-26,SWV,It's All About U,99,94,61,15
1997-12-06,3rd Party,Love Is Alive,90,68,61,11
1998-12-26,Next,Too Close,32,30,1,46
1998-11-28,K-Ci & JoJo,All My Life,42,45,1,36
1998-10-03,Will Smith,Gettin' Jiggy Wit It,47,44,1,32
1998-11-28,Brandy & Monica,The Boy Is Mine,31,30,1,27
1998-06-27,Usher,Nice & Slow,45,40,1,23
1998-07-11,Celine Dion,My Heart Will Go On,53,51,1,20
1998-09-19,Mariah Carey,My All,51,51,1,20
1998-12-26,Monica,The First Night,19,17,1,20
1998-12-26,Aerosmith,I Don't Want To Miss A Thing,72,60,1,17
1998-12-26,Divine,Lately,3,3,1,16
1998-12-26,Barenaked Ladies,One Week,27,25,1,13
1998-12-26,Lauryn Hill,Doo Wop (That Thing),7,5,1,7
1998-12-26,R. Kelly & Celine Dion,I'm Your Angel,1,1,1,4
1998-11-28,Shania Twain,You're Still The One,23,24,2,42
1998-11-28,Usher,My Way,36,31,2,24
1998-07-25,Montell Jordan Feat. Master P & Silkk The Shocker,Let's Ride,43,34,2,21
1998-08-01,Madonna,Frozen,56,62,2,20
1998-12-26,Deborah Cox,Nobody's Supposed To Be Here,2,2,2,13
1998-11-28,Sarah McLachlan,Adia,24,27,3,27
1998-12-19,Jennifer Paige,Crush,32,29,3,25
1998-10-03,Janet Featuring BLACKstreet,I Get Lonely,76,67,3,20
1998-12-26,98 Degrees,Because Of You,6,6,3,13
1998-12-26,Dru Hill Featuring Redman,How Deep Is Your Love,23,18,3,12
1998-09-12,Backstreet Boys,Everybody [Backstreet's Back],50,45,4,22
1998-11-07,Puff Daddy Featuring Jimmy Page,Come With Me,74,67,4,20
1998-11-28,All Saints,Never Ever,22,22,4,19
1998-12-26,Shania Twain,From This Moment On,4,4,4,4
1998-11-28,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",Make It Hot,35,38,5,23
1998-07-18,Public Announcement,Body Bumpin' Yippie-Yi-Yo,46,34,5,22
1998-11-21,Madonna,Ray Of Light,71,63,5,20
1998-12-26,Edwin McCain,I'll Be,22,22,5,14
1998-12-26,Britney Spears,...Baby One More Time,5,8,5,6
1998-07-11,Mase Featuring Total,What You Want,50,47,6,24
1998-06-27,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,60,51,6,20
1998-07-25,Mya & Sisqo,It's All About Me,56,51,6,20
1998-11-28,Tatyana Ali,Daydreamin',47,36,6,17
1998-12-05,Inoj,Time After Time,97,37,6,16
1998-12-26,Faith Hill,This Kiss,14,13,7,41
1998-08-29,Jon B,They Don't Know,42,38,7,31
1998-06-20,Wyclef Jean,Gone Till November,50,46,7,20
1998-09-12,Xscape,The Arms Of The One Who Loves You,99,87,7,20
1998-12-26,Faith Evans,Love Like This,8,7,7,7
1998-10-17,Marcy Playground,Sex And Candy,50,49,8,28
1998-11-28,Mase Featuring Puff Daddy,Lookin' At Me,50,51,8,19
1998-12-26,Shawn Mullins,Lullaby,10,9,8,4
1998-12-26,Monifah,Touch It,33,29,9,21
1998-06-27,Spice Girls,Too Much,89,87,9,20
1998-05-16,Busta Rhymes,Dangerous,96,99,9,19
1998-12-26,Xscape,My Little Secret,89,70,9,10
1998-12-26,Brandy,Have You Ever?,9,10,9,4
1998-12-26,Goo Goo Dolls,Iris,18,14,9,4
1998-10-31,Voices Of Theory,Say It,44,42,10,31
1998-11-28,Five,When The Lights Go Out,34,28,10,26
1998-09-19,Busta Rhymes,Turn It Up [Remix]/Fire It Up,73,73,10,20
1998-11-28,Ace Of Base,Cruel Summer,72,69,10,20
1998-12-26,Madonna,The Power Of Good-Bye,41,31,11,11
1998-12-26,Total Featuring Missy Elliott,Trippin',12,11,11,8
1998-12-26,Spice Girls,Goodbye,11,0,11,1
1998-08-08,The Verve,Bitter Sweet Symphony,77,74,12,20
1998-11-28,Kelly Price,Friend Of Mine,55,55,12,20
1998-12-19,Gerald Levert,Thinkin' Bout It,97,100,12,16
1998-12-26,TQ,Westside,61,57,12,13
1998-12-26,Keith Sweat Featuring Snoop Dogg,Come And Get With Me,62,61,12,10
1998-12-26,Eagle-Eye Cherry,Save Tonight,13,12,12,4
1998-08-15,'N Sync,I Want You Back,49,43,13,24
1998-06-20,Jimmy Ray,Are You Jimmy Ray?,96,83,13,18
1998-12-19,Next,I Still Love You,64,54,14,20
1998-11-28,Montell Jordan,I Can Do That,43,40,14,16
1998-11-14,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,Ghetto Supastar (That Is What You Are),50,50,15,21
1998-12-26,Jewel,Hands,15,16,15,4
1998-12-26,Third Eye Blind,Jumper,16,15,15,4
1998-08-01,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,46,40,16,27
1998-08-22,Master P Featuring Sons Of Funk,I Got The Hook Up!,55,46,16,20
1998-10-24,Spice Girls,Stop,98,85,16,19
1998-08-15,The Lox [Featuring DMX & Lil' Kim],"Money, Power & Respect",100,96,17,20
1998-12-26,112 Featuring Mase,Love Me,21,24,17,10
1998-12-26,Goo Goo Dolls,Slide,17,19,17,4
1998-12-26,Alanis Morissette,Thank U,26,23,17,4
1998-09-26,LeAnn Rimes,Looking Through Your Eyes,48,44,18,24
1998-07-18,Loreena McKennitt,The Mummers' Dance,96,90,18,20
1998-11-07,Nate Dogg Featuring Warren G,Nobody Does It Better,95,98,18,18
1998-05-16,LL Cool J,Father,94,95,18,16
1998-08-01,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,Victory,72,74,19,20
1998-11-28,Snoop Dogg,Still A G Thang,51,44,19,13
1998-12-26,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,20,21,20,13
1998-11-28,Will Smith,Just The Two Of Us,33,32,20,8
1998-12-26,Sheryl Crow,My Favorite Mistake,24,20,20,4
1998-07-18,2Pac Featuring Eric Williams,Do For Love,98,82,21,18
1998-05-09,Pearl Jam,Given To Fly,96,90,21,16
1998-12-26,Aaliyah,Are You That Somebody?,29,26,21,4
1998-10-10,Link,Whatcha Gone Do?,97,91,23,19
1998-11-28,Jagged Edge,Gotta Be,99,99,23,16
1998-11-14,Big Punisher Featuring Joe,Still Not A Player,49,44,24,23
1998-06-20,INOJ/LATHUN,Love You Down,64,61,25,20
1998-10-10,Imajin Featuring Keith Murray,Shorty (You Keep Playin' With My Mind),85,84,25,20
1998-06-27,SWV,Rain,97,97,25,14
1998-12-26,BLACKstreet & Mya Featuring Mase & Blinky Blink,Take Me There,25,27,25,4
1998-08-08,Luke Featuring No Good But So Good,Raise The Roof,64,54,26,20
1998-11-07,Cleopatra,Cleopatra's Theme,99,86,26,19
1998-07-11,Aretha Franklin,A Rose Is Still A Rose,99,87,26,18
1998-12-26,Aaron Hall,All The Places (I Will Kiss You),45,38,26,11
1998-10-03,Gloria Estefan,Heaven's What I Feel,68,57,27,20
1998-11-28,"Master P Featuring Silkk The Shocker, Sons Of Funk And Mo B. Dick",Goodbye To My Homies,66,66,27,16
1998-12-05,Pressha,Splackavellie,98,40,27,14
1998-05-23,Aerosmith,Pink,94,92,27,13
1998-11-28,Beastie Boys,Intergalactic,62,59,28,18
1998-05-16,Queen Pen Featuring Eric Williams,All My Love,99,80,28,15
1998-07-18,Canibus,Second Round K.O.,99,81,28,15
1998-05-16,Sarah McLachlan,Sweet Surrender,97,91,28,14
1998-12-26,Ice Cube Featuring Mr. Short Khop,Pushin' Weight,42,49,28,9
1998-12-26,Sarah McLachlan,Angel,28,41,28,4
1998-12-26,Eve 6,Inside Out,31,28,28,4
1998-07-11,JD Featuring Da Brat,The Party Continues,98,90,29,19
1998-12-26,Mo Thugs Family Featuring Bone Thugs-N-Harmony,Ghetto Cowboy,46,46,29,6
1998-11-28,Tamia,So Into You,38,39,30,20
1998-05-02,The Lox,If You Think I'm Jiggy,99,94,30,13
1998-12-26,Will Smith,Miami,30,33,30,4
1998-10-31,69 Boyz,Woof Woof,94,94,31,16
1998-05-02,Ol Skool [Featuring Keith Sweat & Xscape],Am I Dreaming,100,99,31,13
1998-12-26,JAY-Z,Hard Knock Life (Ghetto Anthem),35,34,32,8
1998-12-26,Faith Hill,Let Me Let Go,55,39,33,4
1998-12-19,Mya Featuring Silkk The Shocker,Movin' On,89,88,34,20
1998-12-26,'N Sync,(God Must Have Spent) A Little More Time On You,34,44,34,4
1998-12-26,Dru Hill,These Are The Times,36,35,35,4
1998-12-12,Backstreet Boys,I'll Never Break Your Heart,45,35,35,2
1998-05-30,All Saints,I Know Where It's At,97,87,36,18
1998-08-29,Dixie Chicks,There's Your Trouble,92,78,36,16
1998-11-28,Tyrese,Nobody Else,68,68,36,15
1998-12-05,Noreaga,SuperThug (What What),100,44,36,13
1998-12-26,Voices Of Theory,Wherever You Go,71,74,36,11
1998-12-26,Brooks & Dunn,Husbands And Wives,50,36,36,4
1998-08-01,Tamia,Imagination,92,89,37,20
1998-08-01,Timbaland & Magoo,Clock Strikes,97,95,37,14
1998-12-26,Collin Raye,Someone You Used To Know,40,37,37,6
1998-12-26,Monica,Angel Of Mine,37,51,37,4
1998-08-08,Playa,Cheers 2 U,76,58,38,20
1998-12-26,2Pac,Changes,38,43,38,4
1998-12-26,Ty Herndon,It Must Be Love,63,58,38,4
1998-12-12,matchbox 20,Real World,50,38,38,2
1998-07-11,DMX Featuring Sheek Of The Lox,Get At Me Dog,56,53,39,20
1998-11-14,Rod Stewart,Ooh La La,73,68,39,20
1998-12-26,Clay Walker,You're Beginning To Get To Me,39,42,39,4
1998-07-25,Beenie Man,Who Am I,55,52,40,20
1998-12-26,Terri Clark,You're Easy On The Eyes,44,40,40,4
1998-11-07,Cam'Ron Featuring Mase,Horse & Carriage,100,80,41,17
1998-12-26,Dixie Chicks,Wide Open Spaces,67,59,41,17
1998-11-28,Mia X Featuring Charlie Wilson,Whatcha Wanna Do?,41,46,41,5
1998-11-14,The Smashing Pumpkins,Ava Adore,98,90,42,20
1998-11-28,Fuel,Shimmer,58,60,42,12
1998-12-12,Natalie Imbruglia,Torn,42,47,42,2
1998-09-05,Jo Dee Messina,I'm Alright,43,45,43,24
1998-12-26,Lee Ann Womack,A Little Past Little Rock,96,79,43,9
1998-12-26,Brian McKnight Featuring Tone & Kobe Bryant,Hold Me,43,55,43,4
1998-11-28,P.M. Dawn,I Had No Right,67,62,44,10
1998-12-26,George Strait,We Really Shouldn't Be Doing This,64,50,44,4
1998-12-26,Lenny Kravitz,Fly Away,53,45,45,4
1998-05-02,Meredith Brooks,What Would Happen,96,91,46,10
1998-11-28,Sweetbox,Everything's Gonna Be Alright,46,47,46,8
1998-10-03,Pearl Jam,Wishlist,97,94,47,20
1998-10-10,Myron,Destiny,95,89,47,13
1998-05-02,Somethin' For The People,All I Do,92,87,47,11
1998-10-03,Swirl 360,Hey Now Now,93,78,47,11
1998-12-26,New Radicals,You Get What You Give,52,47,47,4
1998-12-26,Mark Chesnutt,I Don't Want To Miss A Thing,47,72,47,2
1998-10-17,La Bouche,You Won't Forget Me,82,81,48,20
1998-06-20,Blessid Union Of Souls,Light In Your Eyes,98,91,48,19
1998-10-17,Color Me Badd,Remember When,97,92,48,13
1998-12-26,BlackHawk,There You Have It,48,54,48,4
1998-12-26,Alan Jackson,Right On The Money,51,48,48,4
1998-06-13,Smooth,Strawberries,98,98,49,17
1998-09-26,Tori Amos,Spark,98,96,49,14
1998-12-26,Willie Max Featuring Raphael Saadiq,Can't Get Enough,97,96,49,8
1998-12-26,Martina McBride,Wrong Again,49,56,49,4
1998-08-29,7 Mile,Do Your Thing,99,96,50,19
1998-10-03,Goodie Mob Featuring Outkast,Black Ice (Sky High),99,88,50,15
1998-06-27,Salt-N-Pepa,Gitty Up,94,73,50,14
1998-10-31,Xzibit,What U See Is What U Get,100,87,50,14
1998-10-17,Queen Latifah Featuring Apache,Paper,98,90,50,10
1998-11-28,Fleetwood Mac,Landslide,71,76,51,20
1998-07-04,S.O.A.P.,This Is How We Party,91,69,51,12
1998-11-28,Too $hort,Invasion Of The Flat Booty B*****s,69,67,51,10
1998-12-26,Whitney Houston & Mariah Carey,When You Believe,56,53,51,4
1998-05-23,Militia,Burn,90,72,52,20
1998-06-13,Jay-Z Featuring BLACKstreet,The City Is Mine,84,84,52,20
1998-11-14,JD Featuring Jay-Z,Money Ain't A Thang,78,71,52,20
1998-09-05,Garbage,Push It,98,89,52,18
1998-11-28,"Stars On 54: Ultra Nate, Amber, Jocelyn Enriquez",If You Could Read My Mind,52,56,52,14
1998-12-26,Aaron Tippin,For You I Will,54,52,52,12
1998-11-28,Nastyboy Klick,Lost In Love,56,53,53,9
1998-12-26,Five,It's The Things You Do,91,95,53,7
1998-11-28,Brand Nubian,Don't Let It Go To Your Head,61,61,54,6
1998-11-28,The Smashing Pumpkins,Perfect,64,63,54,6
1998-10-31,Tori Amos,Jackie's Strength,95,74,54,5
1998-11-28,Mack 10 Featuring Gerald Levert,Money's Just A Touch Away,54,54,54,4
1998-08-29,Elton John,Recover Your Soul,82,85,55,20
1998-11-28,The Wilkinsons,26 Cents,75,75,55,18
1998-05-23,The Tuesdays,It's Up To You,95,98,55,10
1998-10-10,Various Artists,One Heart At A Time,100,100,56,20
1998-09-05,Hi-Town DJs,Ding-A-Ling,96,95,56,19
1998-11-28,Debelah Morgan,Yesterday,89,85,56,11
1999-08-28,TLC,No Scrubs,46,42,1,28
1999-12-25,TLC,Unpretty,20,15,1,27
1999-10-30,Jennifer Lopez,If You Had My Love,50,46,1,25
1999-12-18,Christina Aguilera,Genie In A Bottle,45,32,1,25
1999-12-25,Santana Featuring Rob Thomas,Smooth,1,1,1,22
1999-08-28,Ricky Martin,Livin' La Vida Loca,55,44,1,20
1999-10-30,Destiny's Child,"Bills, Bills, Bills",61,44,1,20
1999-11-20,Enrique Iglesias,Bailamos,65,52,1,20
1999-09-11,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,92,68,1,17
1999-12-25,Mariah Carey Featuring Jay-Z,Heartbreaker,51,41,1,17
1999-10-16,Pearl Jam,Last Kiss,46,42,2,21
1999-10-09,K-Ci & JoJo,Tell Me It's Real,47,36,2,20
1999-12-18,Ricky Martin,She's All I Ever Had,74,73,2,20
1999-12-25,Brian McKnight,Back At One,2,2,2,18
1999-12-25,'N Sync & Gloria Estefan,Music Of My Heart,85,86,2,17
1999-12-25,Puff Daddy Featuring R. Kelly,Satisfy You,32,19,2,14
1999-08-07,Sugar Ray,Every Morning,48,38,3,31
1999-07-24,Busta Rhymes Featuring Janet,What's It Gonna Be?!,93,89,3,20
1999-12-25,Lou Bega,Mambo No. 5 (A Little Bit Of...),18,13,3,18
1999-11-06,LFO,Summer Girls,97,87,3,17
1999-12-25,Marc Anthony,I Need To Know,6,6,3,16
1999-12-25,Jessica Simpson,I Wanna Love You Forever,3,3,3,11
1999-12-25,702,Where My Girls At?,19,17,4,35
1999-12-11,Smash Mouth,All Star,50,36,4,30
1999-09-25,Maxwell,Fortunate,37,40,4,25
1999-06-19,Mariah Carey,I Still Believe,79,68,4,20
1999-09-18,Whitney Houston,It's Not Right But It's Okay,41,40,4,20
1999-12-25,Savage Garden,I Knew I Loved You,4,4,4,10
1999-09-04,98 Degrees,The Hardest Thing,45,38,5,24
1999-06-19,Backstreet Boys,All I Have To Give,50,34,5,21
1999-09-04,JT Money Featuring Sole,Who Dat,99,98,5,20
1999-12-25,Whitney Houston,My Love Is Your Love,5,5,5,17
1999-11-13,Garth Brooks as Chris Gaines,Lost In You,91,71,5,10
1999-11-20,Backstreet Boys,I Want It That Way,39,40,6,31
1999-08-14,Shania Twain,That Don't Impress Me Much,35,24,7,28
1999-12-25,Sugar Ray,Someday,34,23,7,26
1999-12-25,Donell Jones,U Know What's Up,8,7,7,14
1999-12-25,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,7,9,7,5
1999-08-28,Blaque,808,58,53,8,20
1999-12-25,Deborah Cox With R.L.,We Can't Be Friends,77,63,8,16
1999-12-25,Jennifer Lopez,Waiting For Tonight,12,8,8,11
1999-12-18,Red Hot Chili Peppers,Scar Tissue,47,26,9,29
1999-12-25,Len,Steal My Sunshine,15,12,9,20
1999-06-12,Faith Evans Featuring Puff Daddy,All Night Long,82,84,9,19
1999-05-29,B*Witched,C'est La Vie,89,56,9,15
1999-12-25,Blaque,Bring It All To Me,9,11,9,10
1999-07-03,Jesse Powell,You,77,64,10,20
1999-08-14,Tim McGraw,Please Remember Me,66,58,10,20
1999-08-14,Jordan Knight,Give It To You,91,83,10,20
1999-09-11,Chante Moore,Chante's Got A Man,94,92,10,18
1999-10-23,Naughty By Nature Featuring Zhane,Jamboree,91,91,10,17
1999-12-25,Britney Spears,(You Drive Me) Crazy,53,36,10,15
1999-05-29,Joey McIntyre,Stay The Same,97,77,10,14
1999-12-25,Kevon Edmonds,24/7,10,10,10,8
1999-12-25,LFO,Girl On TV,11,14,10,6
1999-04-17,Gerald Levert,Taking Everything,96,84,11,12
1999-01-16,Prince,1999,40,0,12,28
1999-07-10,Tyrese,Sweet Lady,44,42,12,25
1999-09-04,Sporty Thievz Featuring Mr. Woods,No Pigeons,100,92,12,17
1999-12-18,R. Kelly,If I Could Turn Back The Hands Of Time,96,86,12,17
1999-05-29,Shanice,When I Close My Eyes,95,72,12,10
1999-07-24,Silk,If You (Lovin' Me),73,70,13,20
1999-12-18,98 Degrees,I Do (Cherish You),56,48,13,20
1999-12-25,Ideal,Get Gone,27,20,13,19
1999-12-25,Christina Aguilera,What A Girl Wants,13,18,13,5
1999-12-25,Tal Bachman,She's So High,49,44,14,28
1999-12-25,Smash Mouth,Then The Morning Comes,14,16,14,9
1999-09-04,112 Featuring Lil'z,Anywhere,50,48,15,25
1999-10-16,Case,Happily Ever After,90,83,15,20
1999-12-25,Goo Goo Dolls,Black Balloon,37,33,16,25
1999-09-04,Brandy,Almost Doesn't Count,84,61,16,20
1999-11-27,Ginuwine,So Anxious,92,77,16,20
1999-05-15,Keith Sweat,I'm Not Ready,89,88,16,10
1999-12-25,Eiffel 65,Blue (Da Ba Dee),16,29,16,3
1999-11-20,Faith Evans,Never Gonna Let You Go,100,92,17,20
1999-09-04,Nine Inch Nails,The Day The World Went Away,95,89,17,5
1999-12-25,Jagged Edge,He Can't Love U,17,32,17,3
1999-07-03,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 1 & 2,98,91,18,18
1999-10-16,Vitamin C Featuring Lady Saw,Smile,97,90,18,14
1999-11-06,Tracie Spencer,It's All About You (Not About Me),100,91,18,13
1999-12-25,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,25,24,19,25
1999-10-16,Madonna,Beautiful Stranger,99,92,19,19
1999-05-15,Savage Garden,The Animal Song,92,81,19,10
1999-11-13,Fastball,Out Of My Head,66,57,20,20
1999-06-05,Lauryn Hill,Ex-Factor,46,37,21,22
1999-11-27,Eric Benet Featuring Tamia,Spend My Life With You,50,35,21,22
1999-10-02,Britney Spears,Sometimes,86,81,21,20
1999-11-13,Phil Collins,You'll Be In My Heart,95,89,21,20
1999-12-25,Train,Meet Virginia,21,22,21,12
1999-12-25,Sole Featuring JT Money & Kandi,"4, 5, 6",23,21,21,9
1999-12-25,Foo Fighters,Learn To Fly,22,25,22,11
1999-11-20,Shania Twain,Man! I Feel Like A Woman!,31,23,23,28
1999-12-25,Warren G Featuring Mack 10,I Want It All,93,72,23,15
1999-12-25,Lonestar,Amazed,45,0,24,21
1999-12-25,Martina McBride,I Love You,60,49,24,18
1999-12-25,Montell Jordan,Get It On Tonite,24,38,24,10
1999-10-09,Citizen King,Better Days (And The Bottom Drops Out),56,48,25,20
1999-12-25,Backstreet Boys,Larger Than Life,70,65,25,15
1999-12-25,Will Smith Featuring K-Ci,Will 2K,58,43,25,9
1999-06-26,Vengaboys,We Like To Party!,79,63,26,20
1999-11-27,Q-Tip,Vivrant Thing,55,44,26,20
1999-12-25,Eve,Gotta Man,66,59,26,15
1999-12-25,LeAnn Rimes,Big Deal,26,26,26,11
1999-06-26,Kenny Chesney,How Forever Feels,72,66,27,21
1999-09-04,George Strait,Write This Down,62,59,27,20
1999-09-11,R. Kelly,Did You Ever Think,96,94,27,16
1999-12-25,Marc Nelson,15 Minutes,43,27,27,13
1999-08-07,Andy Griggs,You Won't Ever Be Lonely,86,81,28,20
1999-10-16,Jo Dee Messina,Lesson In Leavin',55,53,28,20
1999-11-06,JAY-Z,Jigga My N****,96,96,28,20
1999-12-25,Tim McGraw,Something Like That,65,66,28,20
1999-06-19,Mya,My First Night With You,91,87,28,14
1999-12-25,Faith Hill,Breathe,28,28,28,8
